Point No,Station,Basin,Country,Lat,Lon,Upstream area,Forecast Date,max_EPS,GloFAS_2yr,GloFAS_5yr,GloFAS_20yr,Alert_level,Days_until_peak,pfaf_id
1482,Coco En Namasli,Coco,Nicaragua,13.475,-86.225,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,753760
1479,Niamey,Niger,Niger,13.525,2.075,700000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142719
1480,Stung Treng,Mekong,Cambodia,13.525,105.925,635000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,442300
1481,Apacilagua,Choluteca,Honduras,13.475,-87.075,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,771120
1483,Gambie A Gouloumbo,Gambia,Senegal,13.475,-13.725,42142.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145803
1484,Sebba,Niger,Burkina Faso,13.475,0.475,2280.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142724
1485,Toukoto,Senegal,Mali,13.425,-9.875,16000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,146920
1514,Diangola,Senegal,Mali,12.775,-9.475,12100.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,146920
1486,El Hawata,Nile,Sudan,13.425,34.625,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172427
1488,Beneny Kegny,Niger,Mali,13.375,-4.925,116000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142830
1489,Nabua,Bicol,Philippines,13.375,123.325,,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,12,524099
1490,Gambie A Wassadou Aval,Gambia,Senegal,13.325,-13.375,33110.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145805
1493,Ba-Tha A Oum-Hadjer,Chad,Chad,13.325,19.675,31604.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,162017
1500,Ba-Tha A Ati,Chad,Chad,13.225,18.325,46717.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162017
1494,El Guisi,Nile,Sudan,13.325,34.125,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172441
1495,Wassadou Amont,Gambia,Senegal,13.275,-13.375,21200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145807
1504,Simenti,Gambia,Senegal,13.025,-13.325,20500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145807
1496,Koulountou A Missirah-Gonasse,Gambia,Senegal,13.225,-13.575,6372.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145804
1516,Koulountou A Parc Gue Du Pnnk,Gambia,Senegal,12.725,-13.475,3654.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145804
1497,Dibia,Senegal,Mali,13.225,-10.775,33500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,146803
1498,Douna,Niger,Mali,13.225,-5.875,101300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142850
1505,Kana,Niger,Mali,12.975,-6.325,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142850
1499,Manni A Manni,Niger,Burkina Faso,13.225,-0.225,2411.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142726
1501,Liptougou,Niger,Burkina Faso,13.175,0.325,15700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142725
1502,Goulbi De Maradi A Nielloua,Niger,Niger,13.125,7.225,4905.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142462
1506,Diongore Amont,Niger,Niger,12.975,2.275,15350.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,142716
1507,Geidam,Chad,Nigeria,12.975,11.975,67340.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162450
1523,Dapchi,Chad,Nigeria,12.475,11.525,14504.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162450
1508,Song Hinh,Coastal,Viet Nam,12.975,108.925,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,441058
1509,Casamance A Kolda,Coastal,Senegal,12.875,-14.925,3654.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145798
1510,Koulikoro,Niger,Mali,12.875,-7.525,120000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142950
1517,Bamako,Niger,Mali,12.625,-7.975,117000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142950
1533,Niger A Kenieroba,Niger,Mali,12.125,-8.275,111280.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,142950
1511,Gashua,Chad,Nigeria,12.875,11.025,62150.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162470
1512,Ban Don,Mekong,Viet Nam,12.875,107.775,10600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,442407
1513,Mako,Gambia,Senegal,12.825,-12.375,10450.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145809
1515,Bassieri,Niger,Burkina Faso,12.775,0.325,8000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142722
1518,W,Niger,Niger,12.575,2.625,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142713
1520,Bafing Makana,Senegal,Mali,12.525,-10.275,21700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,146805
1521,Dioila,Niger,Mali,12.525,-6.825,32500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142891
1522,Giang Son,Mekong,Viet Nam,12.525,108.175,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,442409
1524,Catarman,Samar,Philippines,12.475,124.625,,2026-03-02T00:00:00,5/-9999/-9999,5,-9999,-9999,0,11,524050
1525,Hadejia,Chad,Nigeria,12.425,10.025,30435.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162490
1540,Dudurun Warwade At Chai-Chai,Chad,Nigeria,11.975,9.275,1852.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162490
1549,Wudil,Chad,Nigeria,11.775,8.825,16380.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,162490
1526,Volta Blanche A Wayen,Niger,Burkina Faso,12.375,-1.075,21817.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,144497
1527,Na,Nile,Sudan,12.375,32.775,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172553
1528,Duc Xuyen,Mekong,Viet Nam,12.375,107.925,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,442408
1529,Kafin Hausa,Chad,Nigeria,12.275,9.925,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,162480
1530,Katagum,Chad,Nigeria,12.225,10.325,15000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,162480
1562,Jamaare River At Foggo,Chad,Nigeria,11.425,9.975,9862.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,162480
1590,Jamaare River At Bunga,Chad,Nigeria,10.925,9.625,7993.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,162480
1531,Daka Saydou,Senegal,Mali,12.175,-10.325,15500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,146807
1532,Na,Coastal,Nicaragua,12.125,-84.025,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,753790
1534,Chari A Ndjamena  -Ex Fort-Lamy-,Chad,Chad,12.125,15.025,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,162500
1535,Chari A Chagoua,Chad,Chad,12.075,15.075,491030.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162701
1556,Chari A Mailao,Chad,Chad,11.575,15.275,449810.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162701
1536,Na,Mekong,Cambodia,12.075,104.775,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,442201
1537,Kouoro 2,Niger,Mali,12.025,-5.675,14300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142860
1538,Nr. Addis Zemen,Nile,Ethiopia,12.025,37.675,1578.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172498
1546,Nr. Bahir Dar,Nile,Ethiopia,11.825,37.625,1394.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172498
1539,Gouala,Niger,Mali,11.975,-8.225,35300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142961
1541,Rio Corubal A Tche-Tche,Corubal -Also Koliba,Guinea-Bissau,11.925,-14.225,20713.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145780
1542,Rio Fefine A Beli,Corubal -Also Koliba,Guinea-Bissau,11.875,-13.875,176.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145780
1547,Koliba A Gaoual,Corubal -Also Koliba,Guinea,11.775,-13.225,9767.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145780
1554,Rio Corubal A Saltinho Amont Sintha Canta,Corubal -Also Koliba,Guinea-Bissau,11.575,-14.725,22514.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145780
1543,Malanville,Niger,Benin,11.875,3.375,1000000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142570
1544,Ros Old,Nile,Sudan,11.875,34.375,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,172453
1545,Roseires Dam,Nile,Sudan,11.825,34.375,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,172453
1548,VOLTA ROUGE a DAKAYE,Volta,Burkina Faso,11.775,-1.625,4891.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144480
1592,Nangodi,Volta,Ghana,10.875,-0.625,11570.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144480
1550,Couberi,Niger,Benin,11.725,3.325,13410.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142560
1581,Irane A Koutakroukrou Rte Kandi-Segbana,Niger,Benin,11.075,3.075,1276.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142560
1588,Sota A Rte Kandi-Segbana Aval,Niger,Benin,10.975,3.225,8396.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142560
1551,Banankoro,Niger,Mali,11.675,-8.675,71800.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,3,142970
1564,Niger A Tiguibery  -Siguiri-,Niger,Guinea,11.375,-9.175,68147.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142970
1552,Tendaho,Abhe Bad -Also Abhe Bid Hayk,Ethiopia,11.675,40.975,62088.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,115715
1553,Selingue,Niger,Mali,11.625,-8.175,34200.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,142962
1555,Logone A Logone-Gana,Chad,Chad,11.575,15.125,73754.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,162601
1557,Bahir Dar,Nile,Ethiopia,11.575,37.425,15321.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172497
1558,Volta Noire A Samandeni,Niger,Burkina Faso,11.475,-4.475,4516.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144900
1559,Sokoto A Kende,Niger,Nigeria,11.475,4.225,186110.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142410
1560,Urachikottai,Cauvery,India,11.475,77.725,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,453803
1582,Kodumudi,Cauvery,India,11.075,77.875,53233.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,453803
1561,Pankourou,Niger,Mali,11.425,-6.575,32150.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,142883
1563,Dao Bridge,Panay,Philippines,11.425,122.725,,2026-03-02T00:00:00,2/2/-9999,2,2,-9999,0,9,524047
1591,Pototan Jalaur Bridge,Coastal,Philippines,10.925,122.675,,2026-03-02T00:00:00,2/-9999/-9999,2,-9999,-9999,0,1,524047
1565,Bougouni,Niger,Mali,11.375,-7.425,15700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142895
1566,Yidere Bode,Niger,Nigeria,11.375,4.125,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142399
1567,Nr. Marawi,Nile,Ethiopia,11.375,37.025,1664.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172499
1568,Cogon A Cogon Pont - Anciennement Bac,Coastal,Guinea,11.325,-13.925,3336.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145778
1569,Tinkisso A Tinkisso,Niger,Guinea,11.275,-10.575,6392.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,142990
1570,Na,Mekong,Cambodia,11.275,105.275,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,442100
1571,Alibori A Route Kandi-Banikoara -Aval-,Niger,Benin,11.225,2.625,8132.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142580
1572,Diem,Nile,Sudan,11.225,34.925,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172455
1573,Eddiem,Nile,Ethiopia,11.225,34.975,177643.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172455
1574,Na,Cauvery,India,11.225,79.575,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,453801
1589,Musiri,Cauvery,India,10.975,78.425,66243.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,453801
1575,Song Luy,Coastal,Viet Nam,11.175,108.375,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,7,441059
1576,Kokoulo A Diawla,Not found,Not found,11.125,-12.375,405.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,145776
1600,Kakrima A Kondombofou,Coastal,Guinea,10.625,-12.925,5676.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145776
1606,Konkoure A Pont De Telimele,Coastal,Guinea,10.525,-12.875,3518.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,145776
1607,Konkoure A Garafiri Aval,Coastal,Guinea,10.525,-12.675,2502.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145776
1611,Konkoure A Amaria,Coastal,Guinea,10.325,-13.575,16007.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145776
1612,Badi A Bac De Badi,Coastal,Guinea,10.275,-13.425,3182.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145776
1577,Guelelinkoro,Niger,Mali,11.125,-8.575,23300.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,142963
1601,Sankarani A Mandiana,Niger,Guinea,10.625,-8.575,22103.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,142963
1578,Adaitu,Abhe Bad -Also Abhe Bid Hayk,Ethiopia,11.125,40.775,52835.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,115717
1579,Banifing At Kolondieba,Niger,Mali,11.075,-6.875,3166.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,142884
1580,Porga,Volta,Benin,11.075,0.975,22280.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144207
1583,El Castillo,San Juan,Nicaragua,11.025,-84.425,28600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,753805
1584,Yarugu,Volta,Ghana,11.025,-0.375,41550.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,144491
1585,Mekrou A Kompongou Nouvelle Station,Niger,Benin,11.025,2.175,4137.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142712
1597,Mekrou A Yakrigourou,Niger,Benin,10.725,2.025,2692.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142712
1586,BOUGOURI-BA a DIEBOUGOU,Volta,Burkina Faso,10.975,-3.175,12783.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144600
1587,Ouke Ou Ouale A Mandouri,Volta,Togo,10.975,0.825,6475.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,144206
1593,Nalammaranpatti,Cauvery,India,10.875,77.975,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,453802
1594,Logone A Katoa,Chad,Chad,10.825,15.075,68287.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,5,162603
1614,Bongor,Chad,Chad,10.275,15.375,73700.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,6,162603
1634,Na,Lake Chad,Chad,9.825,15.825,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,4,162603
1595,Baoule At Madina Diassa,Niger,Mali,10.775,-7.675,8517.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142897
1624,Baoule A Djirila,Niger,C̫te d'Ivoire,10.125,-7.625,4316.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,142897
1596,Sansargou A Borgou,Volta,Togo,10.775,0.575,5410.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,11,144205
1613,Oti A Sansanne Mango,Volta,Togo,10.275,0.475,37624.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144205
1598,Senegal-Bafing A Sokotoro 2,Senegal,Guinea,10.675,-11.725,1802.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,146809
1599,Kouroussa,Niger,Guinea,10.675,-9.875,18000.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142985
1602,Bagoe At Papara,Niger,C̫te d'Ivoire,10.625,-6.175,9274.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,14,142889
1630,Kouto Amont,Niger,C̫te d'Ivoire,9.875,-6.375,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,142889
1645,Bagoe A Guinguerini,Niger,C̫te d'Ivoire,9.525,-6.575,1065.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,142889
1603,Lawra,Volta,Ghana,10.625,-2.925,93820.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144509
1604,Niandan A Baro,Niger,Guinea,10.575,-9.725,12882.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,12,142984
1663,Niandan A Kissidougou -Niandan Scierie-,Niger,Guinea,9.225,-10.025,1376.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,142984
1605,Pwalagu,Volta,Ghana,10.575,-0.825,63350.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144470
1608,Chari A Bousso,Chad,Chad,10.475,16.725,446650.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162707
1609,Fatala A Bindan,Coastal,Guinea,10.375,-13.825,4654.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145777
1610,Kankan,Niger,Guinea,10.375,-9.325,9620.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,142982
1656,Milo A Kerouane,Niger,Guinea,9.275,-9.025,1714.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,142982
1678,Milo A Konsankoro,Niger,Guinea,8.975,-8.975,887.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,2,142982
1615,Yata Birao,Chad,Central African Republic,10.275,22.825,10500.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,162896
1616,Calamar,Magdalena,Colombia,10.225,-74.925,254995.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,612010
1648,Tacamocho,Magdalena,Colombia,9.475,-74.775,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,612010
1662,Magangue Esperanza,Magdalena,Colombia,9.225,-74.725,241612.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,612010
1617,Yagaba,Volta,Ghana,10.225,-1.275,10600.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144460
1618,Yaweni A Paio,Volta,Togo,10.225,0.725,501.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144204
1620,KOUMANGOU a KOUMANGOU,Volta,Togo,10.175,0.425,6854.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144204
1621,Keran A Naboulgou Capt.1 = Cnusc,Volta,Togo,10.175,0.775,5586.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144204
1627,KERAN a TITIRA capt.1 = Cnusc,Volta,Togo,10.025,1.075,3764.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,144204
1619,NASIA a NASIA,Volta,Ghana,10.175,-0.825,4714.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,9,144440
1622,Mongo A Marela -Pont Mongo-,Little Scarcies -Also Kaba,Guinea,10.125,-11.375,685.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,145774
1623,Dion A Baranama,Niger,Guinea,10.125,-8.775,6938.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,10,142964
1672,Dion A Diamaradou,Niger,Guinea,9.075,-8.725,1854.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,8,142964
1625,Niger A Faranah,Niger,Guinea,10.075,-10.775,3206.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,142989
1626,Nr. Kessie,Nile,Ethiopia,10.075,38.175,65784.000,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,1,172479
1628,Kolente A Badera 1 -Medina Oula- Cp 1 Et 2,Great Scarcies -Also Kolente,Guinea,9.925,-12.525,,2026-03-02T00:00:00,-9999/-9999/-9999,-9999,-9999,-9999,0,15,145775
